Turma;Ano de Ingresso;Ano Egresso;Você está empregado no Einstein?;Você está empregado na área em que se formou?;Se sim, em qual instituição?;Em qual cargo?;Progressão de carreira;Caso esteja empregado, em qual unidade/setor está trabalhando?;Curso;Formação;Lyceum (Sit Aluno);Situação do aluno;Pendência;Motivo do cancelamento;Data do cancelamento;Mês do cancelamento;Data de reabertura;Observação;Respondeu a pesquisa?;O docente indica?;Pretende iniciar alguma graduação?;Local de trabalho;tratativa de repetido
AC20N1S;fev/20;dez/21;;Sim;HMVSC;;;Assistente Atendimento II Serviços;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC23N1S;fev/23;dez/24;Faleceu;FALECEU ;Hospital Israelita Albert Einstein;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clinicas;Ativo;Matriculado ;;;;;;;;;;;
AC20N1S;fev/20;dez/21;;Não;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;Número  não existe;;;;;
AC20N1S;fev/20;dez/21;;Não;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;Procura emprego  na área;;;;;
AC21N1S;fev/21;dez/22;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Financeiro ; 5/7/2021;;;;;;;;sim
AC20N1S;fev/20;dez/21;;Não;Hospital Israelita Albert Einstein;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;Por nota em uroanalise e liquidos organicos e por frequenica em hematologia I , Microbiologia II,Morfologia II;Reprovação;18/12/2020;;;;;;;;
AC9N;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC23N1S;fev/23;dez/24;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Ativo;Matriculado ;;;;;;;;;;;
AC9N;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Reprovação;20/12/2018;;;;;;;;
AC21N1S;fev/21;dez/22;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Reprovação; 30/6/2021 ;;;;;;;;sim
AC9N;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Motivos pessoais;05/08/2018;;;;;;;;
ENF22N1S;fev/22;dez/23;;Não;;;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF21M1S;fev/21;dez/22;Não;Não;;;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;;;;;sim
AC9N;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC20N1S;fev/20;dez/21;;Sim;Laboratório Dasa;;; Anatomia Patologica ;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC21N1S;fev/21;dez/22;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Financeiro;16/06/2021;;;;;;;;sim
AC3T;fev/18;dez/19;;;Hospital Israelita Albert Einstein;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC10N;fev/19;dez/20;;Sim;ICESP - Instituto do Câncer do Estado de São Paulo;Laboratorista - Laboratório Clínico;;;Curso Técnico em Análises Clínicas ;Técnico em Análises Clinicas;Ativo;Aprovado;;;;;;Estava empregada no laboratório do ICESP - Doença de Chron - afastada do trabalho. Retornou e foi demitida. ;;;;;
AC9N;fev/18;dez/19;;Sim;ICESP - Instituto do Câncer do Estado de São Paulo;Laboratorista - Laboratório Clínico;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Ativo;Aprovado;;;;;;;;;;;
AC23N1S;fev/23;dez/24;Não;Sim;Hospital São Francisco;Laboratorista/Técnico de Análises Clínicas;;Laboratório clínico;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Ativo;Matriculado ;;;;;;;;;;;
AC20N1S;fev/20;dez/21;;Não;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;Não atende;;;;;
AC3T;fev/18;dez/19;;;Hospital Israelita Albert Einstein;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC23N1S;fev/23;dez/24;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clinicas;Cancelado;Matriculado ;;;;;;;;;;;
AC22N1S;fev/22;dez/23;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Mudança de horário no trabalho;16/08/2022;;;Biomédica formada - cancelou porque conseguiu emprego como biomédica;;;;;
ENF21N2S;ago/21;jun/23;Não;Não;;;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Concluido;Aprovado;Cancelou na ENF21N1S, voltou na 21n2s;;;;;Cancelou na ENF21N1S, voltou na 21n2s;;;;;
AC9N;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC20N1S;fev/20;dez/21;;Sim;Laboratório Biofast ;;;Laboratorista/Anatomia Patológica;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC9N;fev/18;dez/19;;;Hospital Israelita Albert Einstein;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Reprovação;20/12/2018;;;;;;;;
AC20N1S;fev/20;dez/21;;Não;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;Não informou;;19/10/2020;;;;;;;;
AC9N;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC23N1S;fev/23;dez/24;;;Hospital Israelita Albert Einstein;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Ativo;Matriculado ;;;;;;;;;;;
AC10N;fev/19;dez/20;;Não;;;;;Curso Técnico em Análises Clínicas ;Técnico em Análises Clinicas;Ativo;Aprovado;;;;;;Não tem interesse em trabalhar na área;;;;;
AC21N1S;fev/21;dez/22;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Motivos pessoais ;12/04/2021;;;;;;;;sim
AC22N1S;fev/22;dez/23;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Evasão E-Motivos pessoais;04/01/2023;;;VAI CANCELAR???VAI PARA ADM;;;;;
AC21N1S;fev/21;dez/22;Sim;Sim;Hospital Israelita Albert Einstein;Laboratorista;;Patologia;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;Einstein;sim
AC9N;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC3T;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Reprovação;20/12/2018;;;;;;;;
AC23N1S;fev/23;dez/24;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;E - Mudança de área;12/04/2023;;;;;;;;
AC10N;fev/19;dez/20;;Sim;Hospital Israelita Albert Einstein;Analista Laboratorio Jr/ Laboratório Química Clínica - Morumbi;;;Curso Técnico em Análises Clínicas ;Técnico em Análises Clinicas;Concluido;Aprovado;;;;;;;;;;;
AC9N;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC21N1S;fev/21;dez/22;;Não;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Cancelado;;CT_Financeiro;17/08/2021;;;;;;;;sim
AC21N1S;fev/21;dez/22;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;CT_Conciliação;27/04/2021;;;Cancelado 27/4/2021 -Não conseguiu conciliar escola e faculdade;;;;;sim
AC23N1S;fev/23;dez/24;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Ativo;Reprovado;Reprovado em Bio Mol e Uroanálise;;;;;;;;;;
AC9N;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Motivos Pessoais;05/03/2018;;;;;;;;
AC20N1S;fev/20;dez/21;Sim;Sim;Hospital Israelita Albert Einstein;;;Laboratorista/Banco de Sangue/Transfusão;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC10N;fev/19;dez/20;Sim;Sim;Hospital Israelita Albert Einstein;;;Laboratorista/Banco de Sangue/Transfusão;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Cancelado;;Saúde;04/08/2020;;;;;;;;
AC22N1S;fev/22;dez/23;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Não pagou matrícula;05/01/2022;;;;;;;;
AC9N;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC9N;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC23N1S;fev/23;dez/24;;;Hospital Israelita Albert Einstein;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Ativo;Matriculado ;;;;;;;;;;;
ENF EURO 4T;ago/20;jun/22;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;UPA - Campo Limpo;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Não;Sim;;Einstein;sim
AC20N1S;fev/20;dez/21;;Não;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;Não atende;;;;;
AC3T;fev/18;dez/19;;;Hospital Israelita Albert Einstein;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Ativo;Reprovado;Estágio Supervisionado I;;;;;;;;;;
AC21N1S;fev/21;dez/22;;Sim;Hospital Israelita Albert Einstein;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Trasnferência;09/03/2021;;;;;;;Einstein;sim
AC10N;fev/19;dez/20;;Sim;Hospital Israelita Albert Einstein;Assistente Atendimento II MDA/ Laboratório Aeroporto GRU;;;Curso Técnico em Análises Clínicas ;Técnico em Análises Clinicas;Ativo;Reprovado ;No estágio supervisionado I;;;;;;;;;;
ENF21N2S;ago/21;jun/23;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar Enfermagem;;Unidade de cirurgia plástica - 3º e 4º andar;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Reprovado;Reprovado em Enf Pediátrica;;;;;Em processo seletivo - fez estágio extra no setor de Cirurgia Plástica;;;;;
ENF21N1S;fev/21;dez/22;Não;Sim;Pro matre;Técnico de Enfermagem;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;Complemento;;;;;Complemento;;;;Einstein;sim
AC9N;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Financeiro;03/08/2018;;;;;;;;
AC23N1S;fev/23;dez/24;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clinicas;Ativo;Matriculado ;;;;;;;;;;;
AC20N1S;fev/20;dez/21;;Não;Hospital Israelita Albert Einstein;Mensageiro;;Morumbi;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Reprovado ;Por nota no estagio supervisonado I e II, bioquimica II , fundamentos e tecnicas  em biologia molecular e celular (gravidez);;;;;;;;;;
ENF21N2S;ago/21;jun/23;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar Enfermagem;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Concluido;Aprovado;Reprovada em IMP, PAI e PMB;;;;;Reprovada em IMP, PAI e PMB;;;;Einstein;sim
AC3T;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC21N1S;fev/21;dez/22;Não;Não;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;sim
AC20N1S;fev/20;dez/21;;Sim;Laboratório DASA;;;Laboratorista/Anatomia Patológica;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC21N1S;fev/21;dez/22;;Sim;Hospital Israelita Albert Einstein;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Mudança de horário;03/08/2022;;;Graduado em biologia, fez estágio no banco de sangue e foi absorvido pelo setor;;;;Einstein;sim
AC10N;fev/19;dez/20;;Sim;Banco de Sangue BIOTEC - São Camilo;Técnica de laboratório;;;Curso Técnico em Análises Clínicas ;Técnico em Análises Clinicas;Concluido;Aprovado;;;;;;Biológa e esta empregada em uma multinacional - Geologia;;;;;
AC20N1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Laboratorista / Laboratório Aeroporto GRU;;;Curso Técnico em Análises Clínicas ;Técnico em Análises Clinicas;Concluido;Reprovado;Por nota em empreendedorismo ;;;;;;;;;;
AC10N;fev/19;dez/20;;Sim;Hospital Israelita Albert Einstein;Laboratorista / Laboratório Aeroporto GRU;;;Curso Técnico em Análises Clínicas ;Técnico em Análises Clinicas;Concluido;Reprovado;No estagio supervisionado I;;;;;estagio supervisionado I;;;;;
ENF20N2S;ago/20;jun/22;Sim;Sim;Hospital Israelita Albert Einstein;Técnico de Enfermagem;;Assist – Diálise, Ambulatório e Coleta;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Não;;;Einstein;sim
;fev/20;dez/21;;Não;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelamento;;Reprovação;06/02/2020;;;;;;;;
ENF EURO 4T;ago/20;jun/22;Sim;Sim;HMVSC;Auxiliar de Enfermagem;;UPA Santa Catarina Assistencial;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;Sim;Sim;Einstein;sim
AC21N1S;fev/21;dez/22;Não;Sim;Hospital Regional de Cotia;Técnica de laboratório;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;Tem muito interesse em entrar na área;;;;;sim
AC21N1S;fev/21;dez/22;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Financeiro ;05/01/2022;;;;;;;;sim
AC20N1S;fev/20;dez/21;;Não;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado/Reserva de vaga ;;;;;;Era da AC10N - reprovou em Microbiologia I;;;;;
AC10N;fev/19;dez/20;;Não;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Reprovado;Por nota em Microbiologia I;;;;;;;;;;
AC9N;fev/18;dez/19;;;Hospital Israelita Albert Einstein;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC23N1S;fev/23;dez/24;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Ativo;Matriculado ;;;;;;;;;;;
AC21N1S;fev/21;dez/21;;Não;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Ativo;Cancelado;Transferência AC22N;Saúde;10/03/2022;;;;;;;;sim
ENF21T1S;fev/21;dez/22;Sim;Sim;Hospital Israelita Albert Einstein;Tecnico Enfermagem;;Unidade de Terapia Intensiva - 5° andar;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado ;;;;;;Estágio extra;;;;Einstein;sim
AC22N1S;fev/22;dez/23;;;Hospital Israelita Albert Einstein;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Motivos Pessoais;05/01/2022;;;;;;;;
AC20N1S;fev/20;dez/21;;Sim;DASA;;;Laboratorista;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC9N;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Reprovação;20/12/2019;;;;;;;;
AC22N1S;fev/22;dez/23;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Financeiro ;05/07/2022;;08/08/2022;Cancelou novamente no dia 25/8/22 - motivo financeiro;;;;;
RAD20N1S;fev/20;fev/22;Não;Não;;;;;Curso Técnico em Radiologia ;Técnico em Radiologia;Concluido;Aprovado;;;;;;;Não;;;;sim
AC22N1S;fev/22;dez/23;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;Fez reserva de vaga para o Curso Técnico em ADM;Motivos pessoais;23/08/2022;;;;;;;;
AC22N1S;fev/22;dez/23;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Motivos pessoais;25/04/2022;;;;;;;;
AC21N1S;fev/21;dez/22;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Desistência ;05/01/2021;;;;;;;;sim
AC3T;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC9N;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Insatisfação;02/03/2018;;;;;;;;
AC23N1S;fev/23;dez/24;;;Hospital Israelita Albert Einstein;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Ativo;Matriculado ;Refazer a recuperação de Bio Mol;;;;;;;;;;
AC21N1S;fev/21;dez/22;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Conciliação;02/03/2021;;;Cancelado 2/3/2021 -Não conseguiu conciliar escola e trabalho ;;;;;sim
AC3T;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Adaptação;02/04/2018;;;;;;;;
AC23N1S;fev/23;dez/24;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Matriculado ;;;;;;;;;;;
AC20N1S;fev/20;dez/21;Sim;Sim;Hospital Israelita Albert Einstein;Laboratorista;; NTO embriologia - antigo DASA;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Reprovado;Por nota em bioquimca II,Fundamentos e Técnicas em Biologia Molecular e Celular ,Estágio Supervisionado II;;;;;;;;;;
AC10N;fev/19;dez/20;;Sim;Hospital Israelita Albert Einstein;Laboratorista / Laboratório Suporte Operacional;;;Curso Técnico em Análises Clínicas ;Técnico em Análises Clinicas;Concluido;Aprovado;;;;;;;;;;;
AC9N;fev/18;dez/19;;;Hospital Israelita Albert Einstein;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
ENF EURO 4T;ago/20;jun/22;Não;Não;;;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Não;Sim;;;sim
ENF21N2S;ago/21;jun/23;Não;Não;;;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Concluido;Aprovado;Monitoria na hemodiálise - Fabiana Carneiro;;;;;;;;;;
AC20N1S;fev/20;dez/21;;Não;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;Não atende;;;;;
AC20N1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;;;Técnico Administrativo I/SAME;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;Está empregada no Einstein na area administrativa ;;;;;
ENF21N2S;ago/21;jun/23;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar Enfermagem;;Unidade Internação 11º andar A;Curso Técnico de Enfermagem;Técnico de Enfermagem;Concluido;Aprovado;;;;;;;;;;;
AC3T;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
ENF22N1S;fev/22;dez/23;Sim;Sim;HMVSC;Técnico de Enfermagem;Sim - auxiliar (anterior);Neonatologia;Curso Técnico de Enfermagem;Técnico de Enfermagem;Concluido;Aprovado;;;;;;;Não;;;Einstein;sim
AC9N;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Adaptação;05/02/2019;;;;;;;;
AC20N1S;fev/20;dez/21;;Não;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;Participou de processo seletivo, deseja emprego na área;;;;;
AC20N1S;fev/20;dez/21;;Não;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;Número não existe;;;;;
ENF21N1S;fev/21;dez/22;Não;Sim;Hospital São Luiz/Rede D'Or;Técnico de enfermagem;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado ;;;;;;;;Não;;;sim
AC22N1S;fev/22;dez/23;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Saúde ;05/05/2022;;;;;;;;
AC10N;fev/19;dez/20;;Sim;Hospital Israelita Albert Einstein;Assistente Administrativo IIRS II/ UPA Campo Limpo - Atendimento;;;Curso Técnico em Análises Clínicas ;Técnico em Análises Clinicas;Concluido;Aprovado;;;;;;;;;;;
AC20N1S;fev/20;dez/21;;Não;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;Procura emprego na área;;;;;
AC10N;fev/19;dez/20;;Sim;Hospital Israelita Albert Einstein;Laboratorista/ Banco de Sangue;;;Curso Técnico em Análises Clínicas ;Técnico em Análises Clinicas;Concluido;Aprovado;;;;;;;;;;;
AC9N;fev/18;dez/19;;;Hospital Israelita Albert Einstein;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC9N;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
AC23N1S;fev/23;dez/24;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Ativo;Matriculado ;;;;;;;;;;;
AC10N;fev/19;dez/20;;Não;;;;;Curso Técnico em Análises Clínicas ;Técnico em Análises Clinicas;Ativo;Aprovado/Reserva de vaga ;;;;;;;;;;;
AC8N;fev/17;dez/18;;Não;;;;;Curso Técnico em Análises Clínicas ;Técnico em Análises Clinicas;Ativo;Reprovado;Por frequencia em fundamentos de pesquisa em saúde , fundamentos em tecnica em banco de sangue e gestao da qualidade ;;;;;;;;;;
AC23N1S;fev/23;dez/24;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Ativo;Matriculado ;Compensar frequência Micro e Parasito e Morfo e Bioquí (240624);;;;;;;;;;
AC3T;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Motivos pessoais;05/04/2018;;;;;;;;
AC22N1S;fev/22;dez/23;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Mudança de horário no trabalho;21/06/2022;;;;;;;;
AC21N1S;fev/21;dez/22;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Cancelado;Cancelado;;Financeiro ;17/04/2021;;;;;;;;sim
AC9N;fev/18;dez/19;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
ENF21M2S;ago/21;jun/23;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar Enfermagem;;Morumbi, Ortopedia;Curso Técnico de Enfermagem;Técnico de Enfermagem;Concluido;Aprovado;;;;;;;;;;;
AC23N1S;fev/23;dez/24;;;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clinicas;Ativo;Matriculado ;;;;;;;;;;;
AC10N;fev/19;dez/20;;Sim;Hospital Israelita Albert Einstein;Assistente Atendimento II MDA;;;Curso Técnico em Análises Clínicas ;Técnico em Análises Clinicas;Ativo;Reprovado;No estagio supervisionado II;;;;;Reprovado estagio supervisionado II;;;;;
